Accession,UniP entry,Gene,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fold change ( CL/LB),log2FC (Cl/LB),Highest mean condition,Lowest mean condition,Mass,Description,Treatment,CL1,CL2,CL3,CL4,CL5,LB1,LB2,LB3,LB4
tr|Q9HY11|Q9HY11_PSEAE,Q9HY11,PA3615,8,8,511.11,0.202590433,0.048363664,1.110604758,0.232160134,0.900410333,-0.2,LB,CL,40554,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3615 PE=4 SV=1,Q9HY11,1440319.858,1416006.39,1527101.022,1347075.372,1360773.891,1698021.211,1713567.857,1634442.959,1254452.338
tr|Q9I5E0|Q9I5E0_PSEAE,Q9I5E0,pmtA,1,1,18.74,0.205785919,0.048954524,1.9380746,0.229258641,0.51597601,-1.0,LB,CL,23843,Phospholipid methyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pmtA PE=4 SV=1,Q9I5E0,47769.294,24653.46246,46521.15418,843.579543,53648.1834,63859.28026,55976.47689,81989.78471,67079.47713
tr|Q9I5A6|Q9I5A6_PSEAE,Q9I5A6,PA0834,1,1,36.57,0.198132624,0.047601701,1.940225128,0.236312868,0.515404107,-1.0,LB,CL,35582,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0834 PE=4 SV=1,Q9I5A6,17603.93936,8333.377512,27347.63673,110.5107426,4218.618199,26593.61543,25653.99511,18311.00842,18868.81356
sp|Q9HXN2|PUR4_PSEAE,Q9HXN2,purL,28,28,2433.31,0.20404547,0.04864115,1.063897798,0.230831326,0.93993991,-0.1,LB,CL,141471,Phosphoribosylformylglycinamidine synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=purL PE=3 SV=1,Q9HXN2,9796537.253,8829515.927,8345009.994,8063169.511,8974668.247,9712225.472,9544432.79,9584970.765,8615149.193
tr|Q9HT12|Q9HT12_PSEAE,Q9HT12,spoOJ,7,7,600.69,0.20407621,0.04864115,1.113231881,0.230803391,0.898285449,-0.2,LB,CL,31949,Chromosome partitioning protein Spo0J OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=spoOJ PE=3 SV=1,Q9HT12,2347453.302,2435745.382,1787115.754,2772483.72,2501263.43,2564770.107,2715319.689,2644058.746,2624001.025
sp|Q9HUB5|TATA_PSEAE,Q9HUB5,tatA,1,1,17.83,0.000447767,0.000333381,1.943240859,0.999500482,0.514604247,-1.0,LB,CL,9184,Sec-independent protein translocase protein TatA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=tatA PE=3 SV=1,Q9HUB5,1691487.234,1591016.106,1055331.585,1790778.908,1553629.921,3214646.311,3007990.47,2981428.041,2738695.143
tr|Q9HT68|Q9HT68_PSEAE,Q9HT68,PA5505,10,10,983.8,0.205824988,0.048954524,1.068111382,0.229223546,0.936231948,-0.1,LB,CL,28048,Probable TonB-dependent receptor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5505 PE=1 SV=1,Q9HT68,12369342.65,10826828.29,10463241.08,11901390.78,11293401.91,11461109.59,12104155.85,11571757,13444276.09
sp|Q9HVF1|MQO2_PSEAE,Q9HVF1,mqo2,10,10,893.42,0.209046184,0.049642165,1.285853752,0.226360739,0.777693418,-0.4,LB,CL,55692,Probable malate:quinone oxidoreductase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=mqo2 PE=3 SV=1,Q9HVF1,4631522.528,4588272.414,5976708.423,2491766.86,4916597.282,6055815.357,5516592.225,7429997.931,4250837.445
tr|Q9HUH4|Q9HUH4_PSEAE,Q9HUH4,PA4991,7,7,584.18,0.211433067,0.050156181,1.103397909,0.224277926,0.906291367,-0.1,LB,CL,42311,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4991 PE=1 SV=1,Q9HUH4,1314373.039,1435527.555,986784.8802,1105381.437,1285005.761,1395848.752,1303263.98,1395311.852,1314054.757
tr|Q9I3D3|Q9I3D3_PSEAE,Q9I3D3,sucA,27,27,2195.74,0.211681236,0.050188665,1.037648546,0.224063217,1.037648546,0.1,CL,LB,106382,2-oxoglutarate dehydrogenase (E1 subunit) OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=sucA PE=4 SV=1,Q9I3D3,22147029.02,21165428.88,20139829.23,20994690.65,21836266.63,21456208.63,20354438.15,20811576.27,19319389.88
tr|Q9HT64|Q9HT64_PSEAE,Q9HT64,PA5509,1,1,113.23,0.001060464,0.000641386,1.9480555,0.995322431,0.513332397,-1.0,LB,CL,24940,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5509 PE=4 SV=1,Q9HT64,41640.79525,35000.83361,39600.43227,23364.80138,34654.0449,67115.24947,70040.1469,77031.47566,57389.06331
sp|Q9I5A4|ACKA_PSEAE,Q9I5A4,ackA,7,7,338.5,0.213594171,0.050593734,1.069867656,0.222419674,0.934695048,-0.1,LB,CL,42680,Acetate kinase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ackA PE=3 SV=1,Q9I5A4,1672463.187,1637495.872,1458095.47,1786938.321,1572621.986,1910047.766,1672177.897,1755290.359,1618861.768
sp|Q9HX40|THIE_PSEAE,Q9HX40,thiE,2,2,66.49,0.213613967,0.050593734,1.194662541,0.222402772,0.837056462,-0.3,LB,CL,22247,Thiamine-phosphate synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=thiE PE=3 SV=1,Q9HX40,191405.9688,186369.1884,160599.6824,112681.9656,166225.6645,232618.0733,199786.3046,198005.4325,150691.5909
tr|Q9I520|Q9I520_PSEAE,Q9I520,PA0938,5,5,186.78,0.214013107,0.050661675,1.15893706,0.222062426,1.15893706,0.2,CL,LB,49236,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0938 PE=4 SV=1,Q9I520,468823.7566,609341.3809,527773.7028,662340.5369,472046.3584,418607.0144,467933.5122,406734.5972,598338.0306
tr|Q9I6Q2|Q9I6Q2_PSEAE,Q9I6Q2,PA0236,3,3,354.64,0.214934769,0.050853172,1.0758273,0.221279843,0.929517219,-0.1,LB,CL,28018,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0236 PE=4 SV=1,Q9I6Q2,886252.2563,811774.7686,744896.486,777520.5176,851068.1387,819667.0789,798394.0227,931025.2906,955108.7598
tr|Q9I4D5|Q9I4D5_PSEAE,Q9I4D5,PA1203,2,2,105.54,0.216274488,0.051143328,1.261189875,0.22015047,0.792902021,-0.3,LB,CL,14787,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1203 PE=4 SV=1,Q9I4D5,71701.21867,122588.9677,149763.2843,207656.9111,100745.0124,183696.8627,180657.2435,136627.5299,157314.4735
tr|Q9HWB0|Q9HWB0_PSEAE,Q9HWB0,PA4290,2,2,131.11,0.221311813,0.052225039,1.124801511,0.215988743,1.124801511,0.2,CL,LB,58539,Probable chemotaxis transducer OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4290 PE=4 SV=1,Q9HWB0,80736.32781,95637.59485,87535.95268,117861.4862,105867.3527,82232.60954,92970.0748,80579.5329,91044.28303
tr|Q9I4C1|Q9I4C1_PSEAE,Q9I4C1,PA1217,2,2,212.17,0.221672052,0.052282704,1.289142768,0.215696138,0.775709274,-0.4,LB,CL,51037,Probable 2-isopropylmalate synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1217 PE=3 SV=1,Q9I4C1,174315.1775,157038.7298,144670.6866,148481.3127,121545.0091,199262.4058,227276.5936,231316.9055,111557.009
tr|Q9HTD9|Q9HTD9_PSEAE,Q9HTD9,adhA,13,13,1269.52,0.222579195,0.052469231,1.107344578,0.214962213,0.903061269,-0.1,LB,CL,36288,Alcohol dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=adhA PE=1 SV=1,Q9HTD9,31745557.31,29733797.67,30961621.93,29808328.59,30607504.98,36347006.52,34428449.11,37878927.24,26757745.4
tr|Q9I1X1|Q9I1X1_PSEAE,Q9I1X1,glgP,2,2,170.05,0.223271117,0.052604856,1.134482783,0.214405192,0.881458947,-0.2,LB,CL,92138,"Alpha-1,4 glucan phosphorylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=glgP PE=3 SV=1",Q9I1X1,215716.7597,226825.7207,184487.8242,169092.8646,263303.7795,238499.7515,225307.7596,219040.2888,278673.5068
tr|Q9I0Z1|Q9I0Z1_PSEAE,Q9I0Z1,PA2491,4,4,625.07,0.225180263,0.052996011,1.115997636,0.212880599,0.896059246,-0.2,LB,CL,37094,Probable oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2491 PE=4 SV=1,Q9I0Z1,1891084.131,1524344.846,1811337.575,1323704.342,1676210.677,1853960.077,1765853.535,2090463.908,1634488.225
tr|Q9I3Y6|Q9I3Y6_PSEAE,Q9I3Y6,PA1358,2,1,88.68,0.001492708,0.000840823,1.968353149,0.990396022,0.508038916,-1.0,LB,CL,14806,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1358 PE=1 SV=1,Q9I3Y6,271060.4867,234292.5652,164168.4453,263426.1888,240588.235,348683.6162,516793.5093,543274.2318,439195.1429
sp|O68822|AMPA_PSEAE,O68822,pepA,15,14,1363.29,0.225283675,0.052996011,1.073253975,0.21279853,0.931745908,-0.1,LB,CL,52641,Cytosol aminopeptidase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pepA PE=3 SV=1,O68822,12489321.49,12089468.66,10674142.12,9910620.363,10391897.88,12842400.56,11786590.49,11607242.16,11463853.29
tr|Q9HTG6|Q9HTG6_PSEAE,Q9HTG6,dgcA,1,1,26.56,0.070906916,0.020058108,1.969471832,0.455181475,0.507750344,-1.0,LB,CL,76350,"DgcA, Dimethylglycine catabolism OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=dgcA PE=4 SV=1",Q9HTG6,7194.142082,7602.269016,10044.34261,5041.519132,5852.327313,5841.92851,19308.32953,19353.62437,11798.74835
tr|Q9HWB5|Q9HWB5_PSEAE,Q9HWB5,recC,2,2,105.57,0.226906802,0.053350022,1.199400433,0.211517211,0.833749907,-0.3,LB,CL,132964,RecBCD enzyme subunit RecC OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=recC PE=3 SV=1,Q9HWB5,33853.57258,30854.71176,38245.20824,17162.55786,25660.19787,34416.63412,39294.05336,32433.72727,33730.86152
sp|Q9HXU0|SYK_PSEAE,Q9HXU0,lysS,17,17,1427.97,0.227184308,0.053387449,1.09563831,0.21129942,1.09563831,0.1,CL,LB,57293,Lysine--tRNA ligase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=lysS PE=3 SV=1,Q9HXU0,11537392.88,12391079.71,9958865.007,13180581.55,11269016.38,11843839.26,11059250,10195870.6,9496801.903
sp|Q9HXZ1|DPO3A_PSEAE,Q9HXZ1,dnaE,7,7,398.27,0.227461376,0.053424733,1.169165731,0.211082341,1.169165731,0.2,CL,LB,131563,DNA polymerase III subunit alpha OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=dnaE PE=3 SV=1,Q9HXZ1,380333.4811,283064.0417,275111.864,332629.8219,396245.5035,223649.6749,266668.4102,360140.3265,290447.2221
tr|Q9I174|Q9I174_PSEAE,Q9I174,PA2407,1,1,18.82,0.157140536,0.039171637,1.972737914,0.28140531,0.506909708,-1.0,LB,CL,34288,Probable adhesion protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2407 PE=3 SV=1,Q9I174,4667.503479,0,0,0,0,4027.439442,0,2532.464254,806.3051661
tr|G3XCT4|G3XCT4_PSEAE,G3XCT4,PA3580,3,3,73.68,0.228006386,0.053524879,1.162308644,0.210656408,0.860356674,-0.2,LB,CL,16483,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3580 PE=3 SV=1,G3XCT4,178084.4059,162257.2616,102814.9906,134735.2635,172661.6099,161749.062,159326.9139,202398.9049,174425.0054
tr|Q9HWK1|Q9HWK1_PSEAE,Q9HWK1,PA4180,5,5,298.76,0.229691813,0.053892496,1.127111179,0.209348151,0.887223922,-0.2,LB,CL,60054,Probable acetolactate synthase large subunit OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4180 PE=3 SV=1,Q9HWK1,430835.4014,484119.1048,303696.1574,458490.3335,415901.9862,508561.6565,479475.1001,421331.881,477905.0773
sp|Q9I0M1|LFTR_PSEAE,Q9I0M1,aat,1,1,28.13,0.241672072,0.056235521,1.975725603,0.200421288,0.50614316,-1.0,LB,CL,26038,Leucyl/phenylalanyl-tRNA--protein transferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=aat PE=3 SV=1,Q9I0M1,4460.199493,0,16141.44224,772.654227,2589.367211,13239.66621,5854.746521,13625.99196,5156.093613
sp|Q9HWC9|RPOC_PSEAE,Q9HWC9,rpoC,60,59,5323.01,0.230204129,0.053984627,1.042849964,0.208953135,1.042849964,0.1,CL,LB,154971,DNA-directed RNA polymerase subunit beta' OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rpoC PE=3 SV=1,Q9HWC9,81868559.85,76009190.72,71773694.88,79979184.68,79357898.81,76397548.79,74649874.52,76877641.4,70479148.73
tr|Q9HT50|Q9HT50_PSEAE,Q9HT50,PA5523,2,2,165.61,0.231947266,0.054336923,1.256284845,0.207618255,0.795997822,-0.3,LB,CL,49562,Probable aminotransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5523 PE=3 SV=1,Q9HT50,259783.5674,842410.3291,448172.9471,301952.1584,368341.7938,459418.5028,550984.6148,614770.797,606652.0876
sp|Q51472|IHFA_PSEAE,Q51472,ihfA,3,3,220.19,0.233991774,0.054730628,1.071352271,0.206070369,0.933399805,-0.1,LB,CL,11464,Integration host factor subunit alpha OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ihfA PE=1 SV=3,Q51472,2983654.816,2934625.76,3022752.722,2937745.947,2814133.661,3405095.499,3276628.495,2669696.139,3241608.349
sp|Q9HWF9|BFR_PSEAE,Q9HWF9,bfr,9,9,561.94,0.234703126,0.054811769,1.157689166,0.205536248,0.86378972,-0.2,LB,CL,17986,Bacterioferritin OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=bfr PE=1 SV=1,Q9HWF9,6757413.508,6018509.478,6159073.548,6107276.369,5369467.519,8271602.064,7448921.32,7361247.838,5084102.692
sp|P95453|Y4753_PSEAE,P95453,PA4753,3,3,144.68,0.239051156,0.055683086,1.188123841,0.202320269,1.188123841,0.2,CL,LB,11707,Probable RNA-binding protein PA4753 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4753 PE=3 SV=1,P95453,785026.2276,753364.1924,609105.5816,1120683.685,853341.5593,722773.5449,754972.8783,706964.6136,590434.8545
tr|Q9HW87|Q9HW87_PSEAE,Q9HW87,purU1,6,6,346.89,0.2414942,0.056223127,1.051754957,0.200549243,1.051754957,0.1,CL,LB,32731,Formyltetrahydrofolate deformylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=purU1 PE=3 SV=1,Q9HW87,1412635.156,1423509.829,1461593.001,1497153.392,1408519.904,1471310.552,1444481.371,1356923.005,1206440.636
sp|P07344|TRPA_PSEAE,P07344,trpA,4,4,130.69,0.242307912,0.056331535,1.114915737,0.199964975,0.89692877,-0.2,LB,CL,28585,Tryptophan synthase alpha chain OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=trpA PE=3 SV=3,P07344,752868.7284,755040.9634,621508.2567,885558.0865,864898.059,742148.1295,837061.2407,922082.8063,959293.9711
tr|Q9I6G0|Q9I6G0_PSEAE,Q9I6G0,ilvA1,2,2,211.85,0.242334393,0.056331535,1.078180153,0.199946008,1.078180153,0.1,CL,LB,55545,L-threonine dehydratase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ilvA1 PE=3 SV=1,Q9I6G0,491451.0063,564500.1078,468566.0823,563536.5957,496608.7025,447240.6598,547853.5035,458296.3886,464405.8291
sp|P37798|ACCC_PSEAE;tr|Q9HZV6|Q9HZV6_PSEAE,P37798,accC,13,13,1321.57,0.243070461,0.056473542,1.05415648,0.199419959,1.05415648,0.1,CL,LB,49256,Biotin carboxylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=accC PE=1 SV=1,P37798,23747849.96,23168927.38,23345510.62,26902323.39,22893466.86,23201758.07,23944665.75,22842369.16,21123356.34
tr|Q9I2Z5|Q9I2Z5_PSEAE,Q9I2Z5,PA1742,3,3,55.31,0.243655233,0.056580269,1.275573471,0.199003643,0.783961115,-0.4,LB,CL,27629,Probable amidotransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1742 PE=4 SV=1,Q9I2Z5,440009.443,463754.0655,872323.8999,258793.3406,340875.2002,747239.6607,655386.9696,560455.0491,461279.3304
tr|Q9I6C1|Q9I6C1_PSEAE,Q9I6C1,ftsY,11,11,867.3,0.245717068,0.057029706,1.071169895,0.197546999,0.933558724,-0.1,LB,CL,48362,Signal recognition particle receptor FtsY OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ftsY PE=3 SV=1,Q9I6C1,2819071.632,2689890.905,2268874.199,2977314.513,2775814.753,2726944.167,2951751.223,3069557.38,2846917.974
tr|Q9HVL1|Q9HVL1_PSEAE,Q9HVL1,PA4573,1,1,143.77,2.83154E-05,5.23594E-05,2.007177249,0.999999999,0.498212104,-1.0,LB,CL,10948,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4573 PE=4 SV=1,Q9HVL1,290841.742,425215.0679,334719.99,332769.8862,349522.9625,675496.2973,668253.9243,751559.3672,687552.7874
sp|Q03024|APRD_PSEAE,Q03024,aprD,1,1,56.5,0.155841715,0.038933912,2.007770784,0.283078309,0.498064823,-1.0,LB,CL,63745,Alkaline protease secretion ATP-binding protein AprD OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=aprD PE=3 SV=1,Q03024,59998.98483,27697.39099,22089.73165,1523.249705,33350.84679,59726.56727,48085.77116,74128.43304,50414.85348
tr|Q9HVV5|Q9HVV5_PSEAE,Q9HVV5,PA4463,10,10,897.82,0.246338902,0.057144635,1.07710973,0.197111088,1.07710973,0.1,CL,LB,11732,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4463 PE=4 SV=1,Q9HVV5,33761859.44,29773446.03,34499113.99,29678436.51,33414345.03,30488165.36,28497436.6,34241737.53,26446410.75
tr|Q9HXH1|Q9HXH1_PSEAE,Q9HXH1,PA3833,1,1,144.96,0.01656068,0.005869645,2.021214153,0.771061301,0.494752126,-1.0,LB,CL,13503,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3833 PE=4 SV=1,Q9HXH1,1077876.443,575160.0992,1159499.573,441390.6248,925859.604,2046999.853,1435603.776,2015112.429,1260878.595
sp|Q9I6F1|TYSY_PSEAE,Q9I6F1,thyA,4,4,272.31,0.246543547,0.057162718,1.062027961,0.196967973,1.062027961,0.1,CL,LB,30225,Thymidylate synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=thyA PE=3 SV=1,Q9I6F1,690965.733,668971.8589,591621.5339,719836.2972,732820.1127,657428.2015,643456.9883,654931.9657,608496.1464
tr|Q9HXN3|Q9HXN3_PSEAE,Q9HXN3,PA3762,1,1,72.13,0.000223409,0.000198426,2.025060604,0.99995175,0.493812382,-1.0,LB,CL,11866,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3762 PE=4 SV=1,Q9HXN3,366808.8841,234195.3055,297823.6092,230424.6288,275506.5519,561261.4319,639485.4743,540333.8449,534696.903
tr|Q9HZ91|Q9HZ91_PSEAE,Q9HZ91,PA3133,2,2,99.28,0.247034426,0.057247114,1.255711244,0.19662537,0.796361429,-0.3,LB,CL,19220,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3133 PE=1 SV=1,Q9HZ91,97726.03163,131979.2969,108096.6894,48222.01812,105493.9708,124983.4846,119178.468,152065.4521,97536.3454
tr|Q9I793|Q9I793_PSEAE,Q9I793,PA0039,2,2,77.15,0.248474851,0.057551355,1.146738159,0.195625615,0.872038653,-0.2,LB,CL,8032,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0039 PE=4 SV=1,Q9I793,7932782.634,9154605.425,8245770.358,14909176.73,9108980.099,11970243.23,11225387.36,10659811.44,11418987.09
sp|P29363|THRC_PSEAE,P29363,thrC,10,10,1061.61,0.252860489,0.0585371,1.106969648,0.192631895,0.903367135,-0.1,LB,CL,52105,Threonine synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=thrC PE=3 SV=3,P29363,4137076.736,3356733.132,3308638.252,3966273.893,3643320.178,4178959.088,4415120.59,4414670.295,3296507.521
tr|Q9HVX5|Q9HVX5_PSEAE,Q9HVX5,PA4440,4,4,378.22,0.254898493,0.058978636,1.095042498,0.191265872,0.913206567,-0.1,LB,CL,22548,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4440 PE=4 SV=1,Q9HVX5,672352.9174,674944.5457,497783.2478,674280.2491,652467.8543,756288.5994,633543.2625,729057.2775,659740.7377
tr|Q9HZI0|Q9HZI0_PSEAE,Q9HZI0,PA3026,2,2,81.41,0.255933705,0.05915749,1.199423307,0.19057798,0.833734007,-0.3,LB,CL,58041,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3026 PE=4 SV=1,Q9HZI0,116948.9976,108139.3115,82042.97297,102521.1895,105040.6712,116459.2009,106826.7208,96791.22115,173790.8182
sp|P29365|DHOM_PSEAE,P29365,hom,7,7,907.98,0.257208392,0.059391274,1.094033684,0.18973643,0.914048639,-0.1,LB,CL,46423,Homoserine dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=hom PE=3 SV=2,P29365,3266508.251,3251325.279,4133455.371,2733893.955,3114610.573,3756775.696,3658937.294,3693855.758,3331495.081
